Edge 315 -> No: 0.0756667; One: 0.317; Two:  0.418; Tree: 0.189333
Edge 316 -> No: 0.0726667; One: 0.306667; Two:  0.426; Tree: 0.194667
Edge 317 -> No: 0.079; One: 0.310667; Two:  0.416667; Tree: 0.193667
Edge 318 -> No: 0.0736667; One: 0.332333; Two:  0.417667; Tree: 0.176333
Edge 319 -> No: 0.09; One: 0.304333; Two:  0.416667; Tree: 0.189
Edge 320 -> No: 0.0743333; One: 0.303333; Two:  0.424667; Tree: 0.197667
Edge 321 -> No: 0.0793333; One: 0.322333; Two:  0.409333; Tree: 0.189
Edge 322 -> No: 0.0763333; One: 0.326; Two:  0.411333; Tree: 0.186333
Edge 323 -> No: 0.081; One: 0.306667; Two:  0.409667; Tree: 0.202667
Edge 324 -> No: 0.0863333; One: 0.304667; Two:  0.421; Tree: 0.188
Edge 325 -> No: 0.0646667; One: 0.324333; Two:  0.409; Tree: 0.202
Edge 326 -> No: 0.0786667; One: 0.319; Two:  0.414667; Tree: 0.187667
Edge 327 -> No: 0.0723333; One: 0.312333; Two:  0.427333; Tree: 0.188
Edge 328 -> No: 0.0763333; One: 0.314333; Two:  0.414333; Tree: 0.195
Edge 329 -> No: 0.0803333; One: 0.316667; Two:  0.412; Tree: 0.191
Edge 330 -> No: 0.0883333; One: 0.314333; Two:  0.420333; Tree: 0.177
Edge 331 -> No: 0.0753333; One: 0.309333; Two:  0.408667; Tree: 0.206667
